,Unnamed: 0,date2,hour,Daily Weight count,blob_sent_hourly mean,vader_sent_hourly mean,day n hour,tweet dir,vsent dir,bsent dir,bsent movement,tweet movement,vsent movement,vesent movement,Close,5hr MA,price dir,movement,date2,month,hour
1779,1779,2019-03-18,22,859,0.0844703208,0.1693289153,2019-03-18-22.0,17,0.07466662559,-0.01027727909,0,1,1,0,3992.01,3984.246,2.026,1,2019-03-18,3,10
1780,1780,2019-03-18,23,746,0.07211864467,0.09883388844,2019-03-18-23.0,-113,-0.07049502686,-0.01235167612,0,0,1,0,3987.81,3986.238,1.992,1,2019-03-18,3,11
1781,1781,2019-03-19,0,725,0.06660222061,0.08694849126,2019-03-19-0.0,-21,-0.01188539718,-0.005516424063,0,0,1,0,3998.01,3990.006,3.768,1,2019-03-19,3,12
1782,1782,2019-03-19,1,656,0.07526770993,0.1344791243,2019-03-19-1.0,-69,0.04753063309,0.008665489316,0,0,1,0,3993,3991.366,1.36,1,2019-03-19,3,1
1783,1783,2019-03-19,2,640,0.1232648966,0.1561894675,2019-03-19-2.0,-16,0.02171034313,0.04799718666,0,0,1,0,3994,3992.966,1.6,1,2019-03-19,3,2
1784,1784,2019-03-19,3,610,0.09233173866,0.1029552026,2019-03-19-3.0,-30,-0.05323426483,-0.03093315792,0,0,1,0,3987.45,3992.054,-0.912,0,2019-03-19,3,3
1785,1785,2019-03-19,4,565,0.03866206294,0.1009343047,2019-03-19-4.0,-45,-0.00202089795,-0.05366967572,0,0,1,0,3977.72,3990.036,-2.018,0,2019-03-19,3,4
1786,1786,2019-03-19,5,528,0.1126072971,0.2001554482,2019-03-19-5.0,-37,0.09922114354,0.07394523416,0,0,1,0,3983.09,3987.052,-2.984,0,2019-03-19,3,5
1787,1787,2019-03-19,6,574,0.06850530429,0.1407371102,2019-03-19-6.0,46,-0.05941833803,-0.04410199281,0,1,1,0,3980.85,3984.622,-2.43,0,2019-03-19,3,6
1788,1788,2019-03-19,7,734,0.05974098456,0.1181473585,2019-03-19-7.0,160,-0.02258975174,-0.008764319732,0,1,1,0,3981.93,3982.208,-2.414,0,2019-03-19,3,7
1789,1789,2019-03-19,8,733,0.04338159796,0.1270205199,2019-03-19-8.0,-1,0.00887316145,-0.0163593866,0,0,1,0,3982.4,3981.198,-1.01,0,2019-03-19,3,8
1790,1790,2019-03-19,9,743,0.08900907085,0.1353000106,2019-03-19-9.0,10,0.008279490647,0.04562747289,0,1,1,0,3994.77,3984.608,3.41,1,2019-03-19,3,9
1791,1791,2019-03-19,10,772,0.07832735789,0.1392323102,2019-03-19-10.0,29,0.00393229967,-0.01068171297,0,1,1,0,3998.08,3987.606,2.998,1,2019-03-19,3,10
1792,1792,2019-03-19,11,915,0.05325353258,0.105045898,2019-03-19-11.0,143,-0.03418641226,-0.02507382531,0,1,1,0,3986.16,3988.668,1.062,1,2019-03-19,3,11
1793,1793,2019-03-19,12,970,0.08528758282,0.1607995887,2019-03-19-12.0,55,0.05575369077,0.03203405024,0,1,1,0,3983.57,3988.996,0.328,1,2019-03-19,3,12
1794,1794,2019-03-19,13,1020,0.1051057332,0.1191817207,2019-03-19-13.0,50,-0.04161786808,0.01981815038,0,1,1,0,3984.07,3989.33,0.334,1,2019-03-19,3,1
1795,1795,2019-03-19,14,1215,0.08330378842,0.08522671306,2019-03-19-14.0,195,-0.03395500761,-0.02180194479,0,1,1,0,3997.51,3989.878,0.548,1,2019-03-19,3,2
1796,1796,2019-03-19,15,1208,0.08177969097,0.1828817943,2019-03-19-15.0,-7,0.09765508128,-0.001524097445,0,0,1,0,3997.65,3989.792,-0.086,0,2019-03-19,3,3
1797,1797,2019-03-19,16,1080,0.09080842716,0.1614732217,2019-03-19-16.0,-128,-0.02140857259,0.009028736186,0,0,1,0,4007,3993.96,4.168,1,2019-03-19,3,4
1798,1798,2019-03-19,17,1130,0.06463048265,0.1415101897,2019-03-19-17.0,50,-0.01996303206,-0.02617794451,0,1,1,0,4015,4000.246,6.286,1,2019-03-19,3,5
1799,1799,2019-03-19,18,874,0.06561218415,0.1547735937,2019-03-19-18.0,-256,0.01326340399,0.0009817014985,0,0,1,0,4004.14,4004.26,4.014,1,2019-03-19,3,6
1800,1800,2019-03-19,19,917,0.04859227426,0.1249380156,2019-03-19-19.0,43,-0.02983557805,-0.01701990989,0,1,1,0,4006.62,4006.082,1.822,1,2019-03-19,3,7
1801,1801,2019-03-19,20,806,0.06401807825,0.1312363343,2019-03-19-20.0,-111,0.006298318715,0.01542580399,0,0,1,0,4008.07,4008.166,2.084,1,2019-03-19,3,8
1802,1802,2019-03-19,21,881,0.07385557494,0.1652857112,2019-03-19-21.0,75,0.03404937691,0.009837496695,0,1,1,0,4004.93,4007.752,-0.414,0,2019-03-19,3,9
1803,1803,2019-03-19,22,734,0.1086801627,0.1742673246,2019-03-19-22.0,-147,0.008981613393,0.03482458774,0,0,1,0,4007.98,4006.348,-1.404,0,2019-03-19,3,10
1804,1804,2019-03-19,23,704,0.07837283538,0.1216229547,2019-03-19-23.0,-30,-0.05264436996,-0.0303073273,0,0,1,0,4015.53,4008.626,2.278,1,2019-03-19,3,11
1805,1805,2019-03-20,0,672,0.05880291632,0.107242425,2019-03-20-0.0,-32,-0.01438052964,-0.01956991906,0,0,1,0,3990.79,4005.46,-3.166,0,2019-03-20,3,12
1806,1806,2019-03-20,1,594,0.09027416744,0.1856831556,2019-03-20-1.0,-78,0.0784407306,0.03147125111,0,0,1,0,3990.21,4001.888,-3.572,0,2019-03-20,3,1
1807,1807,2019-03-20,2,625,0.07743857989,0.192494688,2019-03-20-2.0,31,0.006811532409,-0.01283558754,0,1,1,0,3987.67,3998.436,-3.452,0,2019-03-20,3,2
1808,1808,2019-03-20,3,594,0.08944824085,0.1640834776,2019-03-20-3.0,-31,-0.02841121048,0.01200966096,0,0,1,0,3994.97,3995.834,-2.602,0,2019-03-20,3,3
1809,1809,2019-03-20,4,592,0.07499983366,0.1263070189,2019-03-20-4.0,-2,-0.03777645866,-0.01444840719,0,0,1,0,3995.06,3991.74,-4.094,0,2019-03-20,3,4
1810,1810,2019-03-20,5,505,0.08966979962,0.1541417723,2019-03-20-5.0,-87,0.02783475338,0.01466996596,0,0,1,0,4006.84,3994.95,3.21,1,2019-03-20,3,5
1811,1811,2019-03-20,6,592,0.05994150972,0.1610922891,2019-03-20-6.0,87,0.006950516816,-0.0297282899,0,1,1,0,3999.1,3996.728,1.778,1,2019-03-20,3,6
1812,1812,2019-03-20,7,810,0.06515959396,0.1013793714,2019-03-20-7.0,218,-0.05971291772,0.005218084237,0,1,1,0,4009.01,4000.996,4.268,1,2019-03-20,3,7
1813,1813,2019-03-20,8,712,0.07719673244,0.1332590349,2019-03-20-8.0,-98,0.0318796635,0.01203713848,0,0,1,0,4008.99,4003.8,2.804,1,2019-03-20,3,8
1814,1814,2019-03-20,9,879,0.06154076401,0.1339945569,2019-03-20-9.0,167,0.0007355220255,-0.01565596843,0,1,1,0,3991.08,4003.004,-0.796,0,2019-03-20,3,9
1815,1815,2019-03-20,10,851,0.08658835281,0.1548573685,2019-03-20-10.0,-28,0.0208628116,0.0250475888,0,0,1,0,4013.54,4004.344,1.34,1,2019-03-20,3,10
1816,1816,2019-03-20,11,973,0.05962733648,0.124280188,2019-03-20-11.0,122,-0.03057718045,-0.02696101633,0,1,1,0,4010.9,4006.704,2.36,1,2019-03-20,3,11
1817,1817,2019-03-20,12,962,0.11599556,0.2135337248,2019-03-20-12.0,-11,0.0892535367,0.05636822351,0,0,1,0,4012.89,4007.48,0.776,1,2019-03-20,3,12
1818,1818,2019-03-20,13,985,0.07743542341,0.1605694999,2019-03-20-13.0,23,-0.05296422482,-0.03856013658,0,1,1,0,4014.58,4008.598,1.118,1,2019-03-20,3,1
1819,1819,2019-03-20,14,1186,0.07647550062,0.1634249981,2019-03-20-14.0,201,0.002855498174,-0.0009599227899,0,1,1,0,4021.98,4014.778,6.18,1,2019-03-20,3,2
1820,1820,2019-03-20,15,1112,0.09304860612,0.1300747443,2019-03-20-15.0,-74,-0.03335025384,0.0165731055,0,0,1,0,4015.82,4015.234,0.456,1,2019-03-20,3,3
1821,1821,2019-03-20,16,921,0.08228505581,0.1721890393,2019-03-20-16.0,-191,0.04211429505,-0.01076355031,0,0,1,0,4018.98,4016.85,1.616,1,2019-03-20,3,4
1822,1822,2019-03-20,17,928,0.1499491782,0.2416793315,2019-03-20-17.0,7,0.06949029223,0.06766412239,0,1,1,0,4011.79,4016.63,-0.22,0,2019-03-20,3,5
1823,1823,2019-03-20,18,1120,0.07974673108,0.1408898414,2019-03-20-18.0,192,-0.1007894901,-0.07020244712,0,1,1,0,4022.59,4018.232,1.602,1,2019-03-20,3,6
1824,1824,2019-03-20,19,848,0.1106326661,0.2090750333,2019-03-20-19.0,-272,0.0681851919,0.03088593503,0,0,1,0,4022.45,4018.326,0.094,1,2019-03-20,3,7
1825,1825,2019-03-20,20,888,0.09023200342,0.1566357744,2019-03-20-20.0,40,-0.05243925895,-0.02040066268,0,1,1,0,4020.98,4019.358,1.032,1,2019-03-20,3,8
1826,1826,2019-03-20,21,959,0.06556057841,0.126990058,2019-03-20-21.0,71,-0.02964571636,-0.02467142501,0,1,1,0,4020.92,4019.746,0.388,1,2019-03-20,3,9
1827,1827,2019-03-20,22,1021,0.09343764432,0.1789214357,2019-03-20-22.0,62,0.05193137767,0.02787706591,0,1,1,0,4041.27,4025.642,5.896,1,2019-03-20,3,10
1828,1828,2019-03-20,23,832,0.1094261908,0.1360419054,2019-03-20-23.0,-189,-0.0428795303,0.01598854648,0,0,1,0,4043.04,4029.732,4.09,1,2019-03-20,3,11
1829,1829,2019-03-21,0,987,0.06916746086,0.1028966987,2019-03-21-0.0,155,-0.03314520672,-0.04025872994,0,1,1,0,4049.7,4035.182,5.45,1,2019-03-21,3,12
1830,1830,2019-03-21,1,817,0.09920573396,0.1263098752,2019-03-21-1.0,-170,0.02341317655,0.0300382731,0,0,1,0,4038.71,4038.728,3.546,1,2019-03-21,3,1
1831,1831,2019-03-21,2,706,0.1073619096,0.1914303126,2019-03-21-2.0,-111,0.06512043735,0.008156175626,0,0,1,0,4040.1,4042.564,3.836,1,2019-03-21,3,2
1832,1832,2019-03-21,3,623,0.0980751444,0.1727353701,2019-03-21-3.0,-83,-0.01869494245,-0.009286765182,0,0,1,0,4041.06,4042.522,-0.042,0,2019-03-21,3,3
1833,1833,2019-03-21,4,680,0.09314261795,0.1467286553,2019-03-21-4.0,57,-0.02600671485,-0.004932526448,0,1,1,0,4035.78,4041.07,-1.452,0,2019-03-21,3,4
1834,1834,2019-03-21,5,673,0.08283416539,0.1560037036,2019-03-21-5.0,-7,0.009275048349,-0.01030845257,0,0,1,0,4030.43,4037.216,-3.854,0,2019-03-21,3,5
1835,1835,2019-03-21,6,671,0.07399396969,0.1326443883,2019-03-21-6.0,-2,-0.02335931532,-0.008840195701,0,0,1,0,4036.89,4036.852,-0.364,0,2019-03-21,3,6
1836,1836,2019-03-21,7,819,0.04937060295,0.1081013563,2019-03-21-7.0,148,-0.02454303199,-0.02462336673,0,1,1,0,4046.79,4038.19,1.338,1,2019-03-21,3,7
1837,1837,2019-03-21,8,661,0.07540842502,0.1335095648,2019-03-21-8.0,-158,0.02540820848,0.02603782207,0,0,1,0,4043.72,4038.722,0.532,1,2019-03-21,3,8
1838,1838,2019-03-21,9,708,0.08651824932,0.1871508441,2019-03-21-9.0,47,0.05364127931,0.01110982429,0,1,1,0,4040,4039.566,0.844,1,2019-03-21,3,9
1839,1839,2019-03-21,10,749,0.07259432868,0.1404284423,2019-03-21-10.0,41,-0.04672240178,-0.01392392064,0,1,1,0,4036.26,4040.732,1.166,1,2019-03-21,3,10
1840,1840,2019-03-21,11,931,0.06161020626,0.09322641327,2019-03-21-11.0,182,-0.04720202906,-0.01098412241,0,1,1,0,4047.78,4042.91,2.178,1,2019-03-21,3,11
1841,1841,2019-03-21,12,1055,0.08418377692,0.1546454861,2019-03-21-12.0,124,0.06141907287,0.02257357065,0,1,1,0,4039.34,4041.42,-1.49,0,2019-03-21,3,12
1842,1842,2019-03-21,13,952,0.08969683809,0.1311219591,2019-03-21-13.0,-103,-0.02352352706,0.005513061173,0,0,1,0,4024.46,4037.568,-3.852,0,2019-03-21,3,1
1843,1843,2019-03-21,14,1001,0.07802838913,0.1603339246,2019-03-21-14.0,49,0.02921196548,-0.01166844896,0,1,1,0,3910,4011.568,-26,0,2019-03-21,3,2
1844,1844,2019-03-21,15,1177,0.05150515873,0.109250059,2019-03-21-15.0,176,-0.05108386555,-0.0265232304,0,1,1,0,3968.66,3998.048,-13.52,0,2019-03-21,3,3
1845,1845,2019-03-21,16,912,0.08293840319,0.1603930206,2019-03-21-16.0,-265,0.05114296155,0.03143324446,0,0,1,0,3967.11,3981.914,-16.134,0,2019-03-21,3,4
1846,1846,2019-03-21,17,972,0.05631777249,0.150694484,2019-03-21-17.0,60,-0.009698536524,-0.0266206307,0,1,1,0,3965.6,3967.166,-14.748,0,2019-03-21,3,5
1847,1847,2019-03-21,18,919,0.09593410103,0.1463469448,2019-03-21-18.0,-53,-0.004347539209,0.03961632854,0,0,1,0,3972.44,3956.762,-10.404,0,2019-03-21,3,6
1848,1848,2019-03-21,19,752,0.08076887858,0.1975349807,2019-03-21-19.0,-167,0.05118803583,-0.01516522246,0,0,1,0,3979.42,3970.646,13.884,1,2019-03-21,3,7
1849,1849,2019-03-21,20,954,0.1212312569,0.1755767302,2019-03-21-20.0,202,-0.02195825046,0.04046237835,0,1,1,0,3979.96,3972.906,2.26,1,2019-03-21,3,8
1850,1850,2019-03-21,21,858,0.07127578206,0.1479273313,2019-03-21-21.0,-96,-0.02764939895,-0.04995547486,0,0,1,0,3983.64,3976.212,3.306,1,2019-03-21,3,9
1851,1851,2019-03-21,22,801,0.05395044396,0.09261409414,2019-03-21-22.0,-57,-0.05531323711,-0.0173253381,0,0,1,0,3982.21,3979.534,3.322,1,2019-03-21,3,10
1852,1852,2019-03-21,23,710,0.07394232168,0.1046203909,2019-03-21-23.0,-91,0.01200629678,0.01999187773,0,0,1,0,3980.64,3981.174,1.64,1,2019-03-21,3,11
1853,1853,2019-03-22,0,654,0.07097352356,0.1487855279,2019-03-22-0.0,-56,0.04416513695,-0.002968798124,0,0,1,0,3986.33,3982.556,1.382,1,2019-03-22,3,12
1854,1854,2019-03-22,1,590,0.1205794962,0.2136242472,2019-03-22-1.0,-64,0.06483871936,0.04960597269,0,0,1,0,3987.34,3984.032,1.476,1,2019-03-22,3,1
1855,1855,2019-03-22,2,506,0.09694585967,0.1782351031,2019-03-22-2.0,-84,-0.03538914413,-0.02363363658,0,0,1,0,3990.01,3985.306,1.274,1,2019-03-22,3,2
1856,1856,2019-03-22,3,618,0.08265349036,0.1794411531,2019-03-22-3.0,112,0.001206050036,-0.0142923693,0,1,1,0,3986.51,3986.166,0.86,1,2019-03-22,3,3
1857,1857,2019-03-22,4,591,0.08400873364,0.1568729966,2019-03-22-4.0,-27,-0.02256815649,0.001355243274,0,0,1,0,3981.71,3986.38,0.214,1,2019-03-22,3,4
1858,1858,2019-03-22,5,531,0.083298128,0.12424889,2019-03-22-5.0,-60,-0.03262410661,-0.0007106056386,0,0,1,0,3987.71,3986.656,0.276,1,2019-03-22,3,5
1859,1859,2019-03-22,6,558,0.07576077977,0.1288898879,2019-03-22-6.0,27,0.004640997858,-0.007537348222,0,1,1,0,3982.96,3985.78,-0.876,0,2019-03-22,3,6
1860,1860,2019-03-22,7,716,0.07074648834,0.1081585068,2019-03-22-7.0,158,-0.0207313811,-0.005014291435,0,1,1,0,3978.59,3983.496,-2.284,0,2019-03-22,3,7
1861,1861,2019-03-22,8,596,0.06972783688,0.1533166655,2019-03-22-8.0,-120,0.04515815869,-0.001018651455,0,0,1,0,3985.01,3983.196,-0.3,0,2019-03-22,3,8
1862,1862,2019-03-22,9,697,0.07476786522,0.115161446,2019-03-22-9.0,101,-0.03815521943,0.005040028338,0,1,1,0,3984.58,3983.77,0.574,1,2019-03-22,3,9
1863,1863,2019-03-22,10,854,0.06800796163,0.1254157542,2019-03-22-10.0,157,0.01025430817,-0.006759903591,0,1,1,0,3985.3,3983.288,-0.482,0,2019-03-22,3,10
1864,1864,2019-03-22,11,886,0.06112539602,0.1377076461,2019-03-22-11.0,32,0.01229189185,-0.006882565614,0,1,1,0,3987.11,3984.118,0.83,1,2019-03-22,3,11
1865,1865,2019-03-22,12,794,0.06729091272,0.1395704174,2019-03-22-12.0,-92,0.001862771313,0.006165516699,0,0,1,0,3994.81,3987.362,3.244,1,2019-03-22,3,12
1866,1866,2019-03-22,13,924,0.06721719437,0.1517463861,2019-03-22-13.0,130,0.01217596869,-7.37E-05,0,1,1,0,3990.02,3988.364,1.002,1,2019-03-22,3,1
1867,1867,2019-03-22,14,1066,0.08090403207,0.1502533551,2019-03-22-14.0,142,-0.001493030961,0.0136868377,0,1,1,0,4000,3991.448,3.084,1,2019-03-22,3,2
1868,1868,2019-03-22,15,1152,0.1128893309,0.1968114357,2019-03-22-15.0,86,0.04655808058,0.03198529886,0,1,1,0,3993.31,3993.05,1.602,1,2019-03-22,3,3
1869,1869,2019-03-22,16,999,0.07699118409,0.1579521366,2019-03-22-16.0,-153,-0.03885929914,-0.03589814684,0,0,1,0,3997.69,3995.166,2.116,1,2019-03-22,3,4
1870,1870,2019-03-22,17,1055,0.09118239088,0.1444006272,2019-03-22-17.0,56,-0.01355150941,0.01419120679,0,1,1,0,3998.48,3995.9,0.734,1,2019-03-22,3,5
1871,1871,2019-03-22,18,1026,0.08425347485,0.1424338093,2019-03-22-18.0,-29,-0.001966817867,-0.006928916026,0,0,1,0,3997.03,3997.302,1.402,1,2019-03-22,3,6
1872,1872,2019-03-22,19,923,0.091391627,0.1542603148,2019-03-22-19.0,-103,0.01182650554,0.007138152142,0,0,1,0,3996.38,3996.578,-0.724,0,2019-03-22,3,7
1873,1873,2019-03-22,20,905,0.0606124233,0.08566543088,2019-03-22-20.0,-18,-0.06859488395,-0.0307792037,0,0,1,0,3985,3994.916,-1.662,0,2019-03-22,3,8
1874,1874,2019-03-22,21,929,0.0939931618,0.1576034756,2019-03-22-21.0,24,0.07193804474,0.0333807385,0,1,1,0,3988.96,3993.17,-1.746,0,2019-03-22,3,9
1875,1875,2019-03-22,22,752,0.06438135996,0.1396247947,2019-03-22-22.0,-177,-0.01797868092,-0.02961180184,0,0,1,0,3990.94,3991.662,-1.508,0,2019-03-22,3,10
1876,1876,2019-03-22,23,646,0.08078062179,0.1608733733,2019-03-22-23.0,-106,0.02124857857,0.01639926183,0,0,1,0,3986.93,3989.642,-2.02,0,2019-03-22,3,11
1877,1877,2019-03-23,0,667,0.09456578045,0.1469640005,2019-03-23-0.0,21,-0.01390937273,0.01378515866,0,1,1,0,3982.39,3986.844,-2.798,0,2019-03-23,3,12
1878,1878,2019-03-23,1,609,0.0514189749,0.150522378,2019-03-23-1.0,-58,0.003558377492,-0.04314680556,0,0,1,0,3988,3987.444,0.6,1,2019-03-23,3,1
1879,1879,2019-03-23,2,560,0.08218894688,0.1413327174,2019-03-23-2.0,-49,-0.009189660652,0.03076997199,0,0,1,0,4001.76,3990.004,2.56,1,2019-03-23,3,2
1880,1880,2019-03-23,3,724,0.07674939623,0.1285702571,2019-03-23-3.0,164,-0.01276246032,-0.00543955065,0,1,1,0,4004.34,3992.684,2.68,1,2019-03-23,3,3
1881,1881,2019-03-23,4,480,0.09669643443,0.1804209486,2019-03-23-4.0,-244,0.05185069157,0.0199470382,0,0,1,0,3994.36,3994.17,1.486,1,2019-03-23,3,4
1882,1882,2019-03-23,5,483,0.08397655174,0.1299655683,2019-03-23-5.0,3,-0.05045538031,-0.01271988269,0,1,1,0,4002.4,3998.172,4.002,1,2019-03-23,3,5
1883,1883,2019-03-23,6,556,0.06841046077,0.1217323434,2019-03-23-6.0,73,-0.008233224938,-0.01556609097,0,1,1,0,4015.88,4003.748,5.576,1,2019-03-23,3,6
1884,1884,2019-03-23,7,696,0.0579145,0.09219857344,2019-03-23-7.0,140,-0.02953376994,-0.01049596077,0,1,1,0,4005,4004.396,0.648,1,2019-03-23,3,7
1885,1885,2019-03-23,8,579,0.09202549365,0.1671265026,2019-03-23-8.0,-117,0.07492792919,0.03411099365,0,0,1,0,4014.75,4006.478,2.082,1,2019-03-23,3,8
1886,1886,2019-03-23,9,527,0.07960647543,0.1277710936,2019-03-23-9.0,-52,-0.03935540903,-0.01241901822,0,0,1,0,4006.44,4008.894,2.416,1,2019-03-23,3,9
1887,1887,2019-03-23,10,691,0.07475837432,0.1224186654,2019-03-23-10.0,164,-0.005352428189,-0.004848101107,0,1,1,0,3996.28,4007.67,-1.224,0,2019-03-23,3,10
1888,1888,2019-03-23,11,624,0.07038164567,0.1257206214,2019-03-23-11.0,-67,0.003301955993,-0.004376728651,0,0,1,0,4001.36,4004.766,-2.904,0,2019-03-23,3,11
1889,1889,2019-03-23,12,747,0.04092087264,0.09778574706,2019-03-23-12.0,123,-0.02793487436,-0.02946077303,0,1,1,0,3990.62,4001.89,-2.876,0,2019-03-23,3,12
1890,1890,2019-03-23,13,742,0.0609069281,0.1690300951,2019-03-23-13.0,-5,0.07124434808,0.01998605546,0,0,1,0,3989.19,3996.778,-5.112,0,2019-03-23,3,1
1891,1891,2019-03-23,14,830,0.09049720026,0.1459666947,2019-03-23-14.0,88,-0.02306340043,0.02959027216,0,1,1,0,3990,3993.49,-3.288,0,2019-03-23,3,2
1892,1892,2019-03-23,15,917,0.02745340841,0.1343369193,2019-03-23-15.0,87,-0.0116297754,-0.06304379185,0,1,1,0,4001.23,3994.48,0.99,1,2019-03-23,3,3
1893,1893,2019-03-23,16,895,0.08529348644,0.1539595529,2019-03-23-16.0,-22,0.01962263356,0.05784007804,0,0,1,0,3990.52,3992.312,-2.168,0,2019-03-23,3,4
1894,1894,2019-03-23,17,932,0.07487361479,0.1530710143,2019-03-23-17.0,37,-0.0008885385529,-0.01041987165,0,1,1,0,3989.02,3991.992,-0.32,0,2019-03-23,3,5
1895,1895,2019-03-23,18,845,0.07213075307,0.1572531572,2019-03-23-18.0,-87,0.004182142924,-0.002742861719,0,0,1,0,3992.87,3992.728,0.736,1,2019-03-23,3,6
1896,1896,2019-03-23,19,724,0.09880525299,0.1712038629,2019-03-23-19.0,-121,0.01395070565,0.02667449992,0,0,1,0,3990.99,3992.926,0.198,1,2019-03-23,3,7
1897,1897,2019-03-23,20,721,0.0827562604,0.1359822399,2019-03-23-20.0,-3,-0.03522162296,-0.01604899259,0,0,1,0,3991.46,3990.972,-1.954,0,2019-03-23,3,8
1898,1898,2019-03-23,21,681,0.1102440906,0.1373409441,2019-03-23-21.0,-40,0.001358704201,0.02748783019,0,0,1,0,3994.5,3991.768,0.796,1,2019-03-23,3,9
1899,1899,2019-03-23,22,623,0.07417622915,0.1733082566,2019-03-23-22.0,-58,0.03596731251,-0.03606786144,0,0,1,0,3995.35,3993.034,1.266,1,2019-03-23,3,10
1900,1900,2019-03-23,23,539,0.05427779327,0.1381095559,2019-03-23-23.0,-84,-0.03519870075,-0.01989843588,0,0,1,0,4006.01,3995.662,2.628,1,2019-03-23,3,11
1901,1901,2019-03-24,0,558,0.07686383878,0.08588404658,2019-03-24-0.0,19,-0.05222550931,0.02258604551,0,1,1,0,4000.87,3997.638,1.976,1,2019-03-24,3,12
1902,1902,2019-03-24,1,464,0.05463295135,0.08538510916,2019-03-24-1.0,-94,-0.0004989374162,-0.02223088743,0,0,1,0,3993.62,3998.07,0.432,1,2019-03-24,3,1
1903,1903,2019-03-24,2,486,0.0766889595,0.1937896333,2019-03-24-2.0,22,0.1084045241,0.02205600816,0,1,1,0,3979.62,3995.094,-2.976,0,2019-03-24,3,2
1904,1904,2019-03-24,3,457,0.07718295135,0.1115278455,2019-03-24-3.0,-29,-0.08226178777,0.0004939918422,0,0,1,0,3988,3993.624,-1.47,0,2019-03-24,3,3
1905,1905,2019-03-24,4,398,0.06489694506,0.1132099251,2019-03-24-4.0,-59,0.001682079578,-0.01228600629,0,0,1,0,3992.25,3990.872,-2.752,0,2019-03-24,3,4
1906,1906,2019-03-24,5,584,0.09807984762,0.1515015286,2019-03-24-5.0,186,0.03829160347,0.03318290257,0,1,1,0,3983.38,3987.374,-3.498,0,2019-03-24,3,5
1907,1907,2019-03-24,6,536,0.0670532758,0.1014340836,2019-03-24-6.0,-48,-0.05006744502,-0.03102657182,0,0,1,0,3986.9,3986.03,-1.344,0,2019-03-24,3,6
1908,1908,2019-03-24,7,648,0.05872756664,0.0784615701,2019-03-24-7.0,112,-0.02297251346,-0.008325709164,0,1,1,0,3981.61,3986.428,0.398,1,2019-03-24,3,7
1909,1909,2019-03-24,8,538,0.08145221625,0.1085551508,2019-03-24-8.0,-110,0.03009358074,0.02272464961,0,0,1,0,3984.98,3985.824,-0.604,0,2019-03-24,3,8
1910,1910,2019-03-24,9,537,0.09103539283,0.1015011396,2019-03-24-9.0,-1,-0.007054011275,0.009583176577,0,0,1,0,3993.31,3986.036,0.212,1,2019-03-24,3,9
1911,1911,2019-03-24,10,593,0.0563596142,0.1227006152,2019-03-24-10.0,56,0.02119947559,-0.03467577862,0,1,1,0,3998.16,3988.992,2.956,1,2019-03-24,3,10
1912,1912,2019-03-24,11,681,0.08028961082,0.150979112,2019-03-24-11.0,88,0.02827849684,0.02392999661,0,1,1,0,3992.42,3990.096,1.104,1,2019-03-24,3,11
1913,1913,2019-03-24,12,712,0.1029748752,0.1606803952,2019-03-24-12.0,31,0.00970128321,0.02268526435,0,1,1,0,3993.3,3992.434,2.338,1,2019-03-24,3,12
1914,1914,2019-03-24,13,693,0.09300455548,0.153152009,2019-03-24-13.0,-19,-0.007528386162,-0.009970319689,0,0,1,0,3995.62,3994.562,2.128,1,2019-03-24,3,1
1915,1915,2019-03-24,14,737,0.1088179472,0.1711705754,2019-03-24-14.0,44,0.01801856635,0.01581339175,0,1,1,0,3994.91,3994.882,0.32,1,2019-03-24,3,2
1916,1916,2019-03-24,15,811,0.0889269279,0.1755813605,2019-03-24-15.0,74,0.004410785117,-0.01989101933,0,1,1,0,3992.9,3993.83,-1.052,0,2019-03-24,3,3
1917,1917,2019-03-24,16,710,0.08782333637,0.1428118393,2019-03-24-16.0,-101,-0.03276952126,-0.001103591531,0,0,1,0,3989.57,3993.26,-0.57,0,2019-03-24,3,4
1918,1918,2019-03-24,17,791,0.0755033187,0.1292906508,2019-03-24-17.0,81,-0.01352118847,-0.01232001767,0,1,1,0,3988.65,3992.33,-0.93,0,2019-03-24,3,5
1919,1919,2019-03-24,18,774,0.07394534985,0.1581612637,2019-03-24-18.0,-17,0.0288706129,-0.001557968848,0,0,1,0,3984.6,3990.126,-2.204,0,2019-03-24,3,6
1920,1920,2019-03-24,19,740,0.09367164744,0.1273662416,2019-03-24-19.0,-34,-0.03079502209,0.01972629759,0,0,1,0,3983.45,3987.834,-2.292,0,2019-03-24,3,7
1921,1921,2019-03-24,20,842,0.07266968529,0.122274885,2019-03-24-20.0,102,-0.005091356575,-0.02100196214,0,1,1,0,3981.25,3985.504,-2.33,0,2019-03-24,3,8
1922,1922,2019-03-24,21,861,0.05654358387,0.09499920018,2019-03-24-21.0,19,-0.02727568483,-0.01612610142,0,1,1,0,3984.5,3984.49,-1.014,0,2019-03-24,3,9
1923,1923,2019-03-24,22,665,0.04249849527,0.08103166541,2019-03-24-22.0,-196,-0.01396753477,-0.0140450886,0,0,1,0,3986.57,3984.074,-0.416,0,2019-03-24,3,10
1924,1924,2019-03-24,23,673,0.07051096342,0.08046388876,2019-03-24-23.0,8,-0.0005677766492,0.02801246815,0,1,1,0,3992.18,3985.59,1.516,1,2019-03-24,3,11
